product_name	no_of_stars	review_title	review_date	review_place	review_helpful	review_body
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice one	2019-10-31	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Sufficient for RE Thunderbird	2018-08-07	India		   Used two of this product within 7 months,great durabality! 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Very useful	2019-11-09	India		   Good product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	2	Not buy	2018-09-01	India	One	   Too sticky solution chain movement not properly 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2016-07-22	India	One	   Have been using since a year... and it smoothens ur chain & gear movement 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2018-03-04	India		   The Name says it all! 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Great Product.	2020-07-31	India		   Great product although Packaging was not good. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Good	2020-02-17	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Best product	2018-10-31	India		   Best product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2017-06-21	India	One	   Very good brand and keeps the chain well lubricated. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice product	2018-08-09	India		   Nice product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2018-02-23	India		   Good one. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Pipe is missing	2019-05-05	India		   Didn't get that thin pipe with bottle. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice product	2018-11-28	India		   Nice product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2018-02-01	India		   Delivered on time as usually and Nice product. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	happy	2020-02-02	India		   i liked it.. best and easy to use.. delivered nicely 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Delivered damage product	2019-06-26	India		   Damaged product delivered but only cap damaged so ignoreHappy to use product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	One Star	2018-04-13	India		   Poor courier service, cap is in broken state, half of oil is spread in the packing 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	excellent product	2018-03-19	India		   Excellent product.....fully satisfied with the product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Better product	2020-03-01	India		   A good product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Price poor hay	2018-09-22	India		   Price thora efative hay 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Motul chain lube best one	2019-10-22	India		   Must after every ride 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good product	2019-10-14	India		   Value for money 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Bike lubricant	2019-11-13	India		   Very useful product for bike 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Value for money	2019-09-28	India		   Awesome product at a reasonable price 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice product	2018-09-02	India		   Original product , excellent chain lube every biker should have this product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Nice	2019-11-12	India		   Price is high and it's only 499 in showroom 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Work well	2018-07-16	India		   Nice product. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Simply best in class	2018-11-27	India		   Probably the best chain lube there in market 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Four Stars	2017-12-11	India		   Perfect for classic 350 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Four Stars	2017-11-13	India		   fine 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	2	This product was damaged. No gas in it. ...	2016-10-03	India	One	   This product was damaged. No gas in it. Volume was lot lesser.took the juice out of it by using it upside down.These kind of things but in shops directly. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Best chain lube for x n o ring type chains	2017-05-16	India		   Very good product by motul 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good product	2018-08-26	India		   Chain lube cap is damaged while delivery. Otherwise very good product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	very happy thank you Amazon .	2016-10-26	India		   Really amazed by Amazon's service..  Beautiful... Packing & delivery awesome... Product is new & happy to use it.. Very nice chain lube. Best for Yamaha fz & fazer. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good	2019-09-05	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Lube Is Fine. Packaging Not.	2016-10-02	India	One	   The lube is as expected but it was leaking and all stick when i received it. Would love to see robust packaging. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	good deal	2017-09-22	India		   Good product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Thanks for Amazon Good packing.	2019-12-16	India		   Good Quality & value for money 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Four Stars	2018-05-22	India		   Suitable for all bikes 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice	2019-09-12	India		   Useful 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2017-11-16	India		   nice 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	value for money	2019-05-05	India		   good product value for money 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Original product with nice packing	2018-11-03	India		   This is original Motul lube came with good packing. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good product	2018-09-10	India		   Good product. Gets the job done . But no improvement noticed due to this. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Four Stars	2018-01-12	India		   Good one 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Working perfectly	2019-10-15	India		   Works perfectly for Dominor 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Perfect	2019-07-13	India		   Good product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Four Stars	2018-01-22	India		   Nice product no problem with this product but it 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Yup it's original.	2019-01-22	India		   It's the same as available in the market. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Genuine product	2018-08-05	India		   Genuine product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	super	2016-08-17	India	One	   Product is excellent 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Great	2017-09-26	India		   Awesome 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice	2019-11-11	India		   Nice 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2016-07-29	India	One	   Very amazing product after 700kms i lubed the chain its smooth as brand new 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good	2019-10-23	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice	2017-10-02	India		   Good for pulsar 220f  (2017) laser edged. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Great	2019-07-22	India		   Great experience 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Excellent product	2020-05-25	India		   Excellent 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good product	2019-06-25	India		   Good product for tvs bikes 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Purchased it first tym....  And it's nice	2018-02-14	India		   Nice product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice	2019-07-31	India		   Very nice ... bike is very happy this product.. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Motul is a very good brand, and this formes a thicker layer over ...	2017-09-20	India		   Its a must poduct for every biker. Motul is a very good brand, and this formes a thicker layer over chain..id recommend it anytime.. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Go for it	2019-11-03	India		   One of the best in the market. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	May be it use	2018-05-20	India		   May be it use some item are missing 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Ok	2018-12-13	India		   Ok product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good	2019-08-25	India		   Like 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2017-08-16	India		   Everything fine, 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good product	2019-03-30	India		   Good product...  delivered before the expected time .. no damage.. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Quality Product though expensive	2017-07-20	India		   It is a very good product, sticks well to the chain. However in Indian road conditions frequent cleaning is needed at least 200 Kms. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	🔥	2020-08-26	India		   🔥 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	2	They didn't provide the long applicator	2020-08-27	India		   The additional applicator provided didn't have the long stick. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	OK , value for money	2019-10-11	India		   Ok 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good chain lube	2018-03-01	India		   Very good chain lube .dusty sticking is also less. Good packaging and on time delivery 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	best	2017-04-10	India		   Best chain lube for fz. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Really useful	2018-09-17	India		   Best for the chain ! 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Awesome product	2018-12-10	India		   Motul is always awesome and this chain lube is very sticky...overall awesome product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good to buy value for money 💵	2020-03-02	India		   OK ok that's it 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	2	you will get good product from outside	2018-01-16	India		   Not Worth , you will get good product from outside 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Superb	2019-03-06	India		   Good one 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good lubricant	2018-10-30	India		   Good one but the spray doesn’t always come out smoothly 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Great product	2017-09-08	India		   Excellent!! Works as expected. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Open packaging received	2020-05-31	India		   All broken packaging. Not up to mark of Amazon standard. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good product	2019-03-16	India		   The price is less 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Happy with it...	2016-08-25	India	One	   Very good product .. amazon delivery was smooth ... Very well for my suzuki gixxer.. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice	2018-11-18	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Best lub ever!	2019-07-07	India		   Try this 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Bad product	2019-04-05	India		   Use gear oli and grease mix..... It will provide more duration. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	2	Not working	2018-08-20	India		   After a normal water wash it doesn't work chain get dry. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good product. But the online down side is there ...	2018-03-14	India		   Good product. But the online down side is there is fling contrary to the discription. Other wise one of the best lubes in the market. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good product.	2019-11-12	India		   Good product. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	GreT	2018-09-16	India		   Great 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Recommended	2018-11-08	India		   Recommended 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	good	2018-06-22	India		   great 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Best chain lube.	2020-07-10	India		   It works perfectly. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good	2017-07-18	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Motul chain cleaning	2019-08-05	India		   Excellent 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	awesome product	2018-10-08	India		   awesome product for my RTR 180 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Good product	2019-11-23	India		   Good product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good	2019-08-19	India		   Nice product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Four Stars	2016-03-08	India	2	   Good to use after every 800-1000kms... 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Must have Product	2016-06-06	India	One	   Just go for it.. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Motul c2	2018-12-14	India		   Works well 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Amazing product	2019-09-02	India		   Better product really useful product and very handy n easy to use 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Product without pipe	2019-05-07	India		   According to aad this product come with pipe.but they don't gives a pipe with it. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Best for ktm	2018-07-19	India		   Didn't send the straw along with it which they were supposed to otherwise product quality is pretty good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Four Stars	2017-10-11	India		   Awesome product and quality. The delivery was on time and the lube is excellent! 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Ohk ohk product	2019-08-25	India		   Nice but two much gearsy 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice product	2018-01-03	India		   Nice product.. chain is very well maintained.. till now inused on my FZ 25 four time every 700km chain is well maintained 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Very good	2019-08-18	India		   Motul is king 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good product	2017-08-11	India		   Very good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2017-10-25	India		   Would again buy once its over 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Best of the Any Product	2019-05-22	India		   motul product always excellent.No problem in use of chain lube 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Priced high	2019-08-03	India		   Priced high 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	My review	2019-06-24	India		   It's good for bike chain... 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Three Stars	2017-08-22	India		   Nice 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Product	2019-09-09	India		   Product is gud,,,,, I got broken cap,,, 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	The best for RE 350	2020-07-13	India		   Excellent product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	essential for ur bike	2018-08-28	India		   must have for all the bikes and especially the sports bikes 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Bike caring product	2020-03-03	India		   Best product for all bike 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2017-12-23	India		   Love it. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Best products	2019-10-19	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good product	2019-01-13	India		   Five stars 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	worth buy	2017-04-18	India		   very good product. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Very poor packagil and luckily the product was safe	2018-02-13	India		   Very poor packagil and luckily the product was safe.The original price is shown in the product as 515 and I got it for 490 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Its fine product	2019-05-08	India		   After 10 to 20 ... You have apply it again.... 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	One Star	2017-12-18	India		   MRP MENTIONED IS RS. 245, BUT I WAS CHARGED RS. 250. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good lube	2018-05-29	India		   Product is good works fine for o ring chain, sticky..but delivery with broken cap...? With some leaks..? Not so good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good one for lubrication	2020-03-01	India		   It's a good lubrication 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Product is good but the packaging of the product was not good ...	2016-07-24	India	2	   Product is good but the packaging of the product was not good at all some of the liquid was spilled out. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Excellent	2016-02-23	India		   Chain noise in my thunderbird 500 down, bike has become much smooth. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good product	2019-07-30	India		   Good product in this price segment 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	2	Motul C3	2018-04-19	India		   Buy motul C3 instead C2. Best for Indian road conditions 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good	2018-07-12	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Broken product	2018-08-07	India		   Got the product in broken condition. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	One Star	2017-09-26	India		   Too sticky attracts a loads of dustIt's not a dry lube 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nnice one	2019-06-30	India		   Nice 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	2	Old stock	2019-10-02	India		   1 Yr old stock 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Best Deal	2018-10-15	India		   Best chain lube in market. M using it from last 2 years. Got the best price here. Highly recommend if you care about your Dhanno 😂😂😁😁😂 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	too good	2018-02-12	India		   excellent result 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	It is very nice product!!!	2018-09-15	India		   It is very good product and worth it with money but it is not so familiar with bicycle chain or for the gear 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good	2018-11-04	India		   Best oil spray for the bike chain 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Perfect 👌	2020-06-18	India		   Best lube for your bike 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Useful for the chain	2019-11-06	India		   Its work nice product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Worth Every Penny	2019-11-03	India		   nice product by motul 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Great performance	2019-08-06	India		   No question of doubt. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good quality	2018-09-12	India	One	   Great packaging and quality of chain oil 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Perfect product.	2018-12-30	India		   Perfect...I receive the same product. That i have ordered...No if and but.....Thanks. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice!!!	2020-08-28	India		   Nice product. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Awsome	2019-09-27	India		   Great product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2017-12-19	India		   Guys im recommend for this lube for yamaha r15 series.performance superb 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Worth the money !	2019-10-13	India		   Great product. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good product	2018-12-11	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Very good	2020-07-22	India		   Very good products 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	One Star	2018-07-28	India		   Delivered with defect 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	good	2020-02-06	India		   nice product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Good product, nozzle missing	2019-09-05	India		   Didnt recieve the long nozzle other then that everything is ok. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Three Stars	2017-05-20	India		   not bad 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Four Stars	2017-11-04	India		   easy to use. works well. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2018-06-05	India		   Great product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2017-06-10	India		   NICE 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Great	2020-06-10	India		   Nice 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Disnt receive the straw/pipe extension	2018-12-13	India		   I received the delivery quick but didnt receive the straw/pipe extension that fits the nozzle 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2018-05-28	India		   Great product at great price 😍😍 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good	2019-02-21	India		   good product , recommend 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good	2019-12-28	India		   Easy to use 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good quality	2019-08-21	India		   Good product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Motul	2018-09-15	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Faulty Long Nozzle	2016-08-26	India	One	   Product is good but due to the long nozzle which leaks,  it wasted my 50 ml. Rest everything is good. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	Worst packing	2017-05-17	India		   Worst packing . The lube has leaked inside the package while receiving the package. Apart from that product is good. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice product	2019-05-06	India		   Nice product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2018-06-10	India		   Good product but low life. One rain can wash it away 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Helps in lubing the chain. I lube it after ...	2016-05-20	India	2	   Helps in lubing the chain. I lube it after 500 Km of running. Helps in protecting the chain as well. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Fabulous	2019-04-08	India		   Very good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	2	Two Stars	2018-05-10	India		   got damaged one on second delivery 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Rj	2020-07-27	India		   Good one 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good	2019-02-25	India		   Ok 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good product	2019-11-30	India		   Easy to use 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	2	Ok	2020-09-13	India		   Ok 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	GOOD	2019-11-20	India		   BUT I DIDN'T RECEIVED THE EXTENSION PIPE 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	All time best lube for all bikes.....	2017-08-12	India		   Packaging was superb. I know motilal is one of the trusted brand and it work best..... 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Excellent	2020-01-06	India		   Excellent 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	awesome	2017-07-03	India		   Best chain lub 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	It's not thick it's very liquidish if it was a little thick life would have been there	2019-03-15	India		   It's not worth it for bullet chain lubrication 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good	2018-11-14	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Value for money	2018-11-23	India		   This product is always the best I can get for my bike 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Great product	2018-09-25	India		   Does a good job 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	3	No Change in mileage	2020-03-02	India		   There is no change in mileage . 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good	2019-08-13	India		   Nice, sticky,long lasting 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2017-01-23	India		   good one and nice product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2018-10-30	India		   Very good product..I use 1 year long time 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good chain lube available affordable price	2019-10-10	India		   Value for money 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good	2020-01-24	India		   But packing is not at all good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	and product is best as	2017-03-07	India		   Packaging was superb.. and product is best as always 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good	2018-10-17	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	very sticky good result with RE classic 350 and pulsur ns 200 ...	2016-01-31	India	2	   very stickygood result with RE classic 350 and pulsur ns 200very costly 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice product	2020-08-09	India		   Nice 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2017-04-13	India		   I really like the product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Good chain lube	2018-10-29	India		   Nice chain lube but it is sticky though. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Long spray nozzle is missing.	2019-03-17	India		   Long spray nozzle is missing. No option to return or exchange the product . 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	gr8	2017-09-29	India		   gr8 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Very nice	2017-07-31	India		   Superb lube for bike chain it feels very smooth 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Worthy	2020-08-20	India		   Worthy 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Nice	2019-07-24	India		   Nice 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	nice one.	2016-11-20	India		   Ok..nice one..Thanks 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2017-09-01	India		   The go to chain lube for all motorcycles 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Ok	2019-10-03	India		   All over good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Okay 👍	2019-04-07	India		   Product is 100% original. Not a single issue. Nicely packed up. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	Buy your own risk	2017-05-15	India		   The parking of the product is not good ...... its damage from the side.....and the product is made in Thailand ....they just stick price on that 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	1	worst	2020-09-11	India		   worst 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Excellent	2020-03-04	India		   Super 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	V good	2019-06-09	India		   Very nice 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Original...	2019-08-21	India		   Good product... 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Four Stars	2017-04-08	India		   Good 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	Good performance	2020-01-05	India		   Good product 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2016-04-26	India		   This is by far the best chain lube available in the market. 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	4	best	2017-11-28	India		   go for it 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Best Lubrication forever	2020-03-15	India		   No other brands comes near motul in quality 
Motul_102981_C2_Chain_Lube_for_bikes_(400_ml)	5	Five Stars	2018-07-21	India		   Vry good and useful for bullet chain. 
